plaats_id,naam_id
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D258GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D258GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D259GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D259GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D260GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D260GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D261GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D261GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D262GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D262GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D263GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D263GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D265GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D265GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D266GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D266GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D267GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D267GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D268GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D268GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D269GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D269GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D270GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D270GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D271GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D271GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D272GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D272GM9A4
https://data.archiefpunt.be/plaatsen/PL04-01C0-FAE6-1260-EB3D273GM9A4,https://data.archiefpunt.be/namen/PN04-01C0-FAE6-1260-EB3D273GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D322GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D322GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D323GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D323GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D324GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D324GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D325GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D325GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D326GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D326GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D327GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D327GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D328GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D328GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D329GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D329GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D330GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D330GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D331GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D331GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D332GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D332GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D333GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D333GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D334GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D334GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D335GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D335GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D336GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D336GM9A4
https://data.archiefpunt.be/plaatsen/PL05-F1A0-D8E6-1260-EB3D337GM9A4,https://data.archiefpunt.be/namen/PN05-F1A0-D8E6-1260-EB3D337GM9A4
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2865GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2865GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2866GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2866GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2867GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2867GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2868GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2868GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2869GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2869GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2870GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2870GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2871GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2871GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2872GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2872GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2873GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2873GM9A
https://data.archiefpunt.be/plaatsen/PL0C-BDBA-90E8-8126-931A2874GM9A,https://data.archiefpunt.be/namen/PN0C-BDBA-90E8-8126-931A2874GM9A
https://data.archiefpunt.be/plaatsen/PL0D-7365-60F8-8126-931A2817GM9A,https://data.archiefpunt.be/namen/PN0D-7365-60F8-8126-931A2817GM9A
https://data.archiefpunt.be/plaatsen/PL0D-7365-60F8-8126-931A2821GM9A,https://data.archiefpunt.be/namen/PN0D-7365-60F8-8126-931A2821GM9A
https://data.archiefpunt.be/plaatsen/PL0D-7365-60F8-8126-931A2822GM9A,https://data.archiefpunt.be/namen/PN0D-7365-60F8-8126-931A2822GM9A
https://data.archiefpunt.be/plaatsen/PL0D-7365-60F8-8126-931A2828GM9A,https://data.archiefpunt.be/namen/PN0D-7365-60F8-8126-931A2828GM9A
https://data.archiefpunt.be/plaatsen/PL0D-7365-60F8-8126-931A2829GM9A,https://data.archiefpunt.be/namen/PN0D-7365-60F8-8126-931A2829GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2768GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2768GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2769GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2769GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2770GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2770GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2771GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2771GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2772GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2772GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2773GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2773GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2774GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2774GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2775GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2775GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2776GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2776GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2777GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2777GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2778GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2778GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2779GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2779GM9A
https://data.archiefpunt.be/plaatsen/PL0E-2910-3108-8126-931A2780GM9A,https://data.archiefpunt.be/namen/PN0E-2910-3108-8126-931A2780GM9A
